player_id,full_name
366645,Alisson Alves Farias
992532,Pedro Henrique Fonseca de Araújo Martins
112990,Renato Cardoso Porto Neto
234279,Wellington Carlos da Silva
112985,Jorge Fernando Meireles de Sousa
540963,Yuri Sena dos Reis Batista
234044,Romário Corrêa de Souza
1226334,Rafael Oliveira Pinna
703497,João Paulo de Souza Mares
703324,Lucas Figueiredo dos Santos
704558,Fabio Augusto Luciano da Silva
993408,Ifeanyi Valentine Onwudiwe
1225472,Diego Vitor Costa Dominguez
366948,Jailson Marques Siqueira
43630,Darcy Dolce Neto
367255,Bruno Felipe Souza da Silva
1226703,Guilherme Henrique Bernardineli Gomes
993566,Hudson Alexandre Batista da Silva
113025,José Manuel da Silva Oliveira
